Step    Eff_PrevBest         F1                 F2                F3                    Eff_Curr             f1                 f2                f3
1      -1.0                  4.155332045985558 -8.440179227412283 7.876718853729291    -0.921212121212121212 4.099792742483587 -8.536411843794074 7.886123229464971
2      -0.921212121212121212 4.099792742483587 -8.536411843794074 7.886123229464971    -0.872727272727272727 4.126776941965665 -8.619069340875823 7.910276585705797
3      -0.872727272727272727 4.126776941965665 -8.619069340875823 7.910276585705797    -0.669696969696969697 4.056444285407106 -8.604924854830214 7.879154475455864
4      -0.669696969696969697 4.056444285407106 -8.604924854830214 7.879154475455864    -0.948484848484848485 4.468745096035984 -8.539164924808636 7.878726120481126
5      -0.669696969696969697 4.056444285407106 -8.604924854830214 7.879154475455864    -0.015151515151515152 4.126651507538958 -8.845201775059008 7.822600746446952
6      -0.015151515151515152 4.126651507538958 -8.845201775059008 7.822600746446952    -0.024242424242424242 4.310981386118705 -8.920850086566032 7.629786809479746
7      -0.015151515151515152 4.126651507538958 -8.845201775059008 7.822600746446952    -0.036363636363636364 3.899842590036009 -8.725297272622127 7.678224896040642
8      -0.015151515151515152 4.126651507538958 -8.845201775059008 7.822600746446952    -0.039393939393939394 4.420144268329443 -9.182750234820398 7.818892216375690
9      -0.015151515151515152 4.126651507538958 -8.845201775059008 7.822600746446952    -0.130303030303030303 3.479242980793612 -8.655284666071434 7.915453849822199
10     -0.015151515151515152 4.126651507538958 -8.845201775059008 7.822600746446952     0.003030303030303030 4.157121163725599 -8.825634532612318 7.323704274319168
11      0.003030303030303030 4.157121163725599 -8.825634532612318 7.323704274319168     0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738
12      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.063636363636363636 4.057344826824147 -8.811198014294611 7.883195113823321
13      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.730303030303030303 4.077737126229690 -9.148742283818818 8.435050123630866
14      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.057575757575757576 4.431915425879605 -8.681578043899728 7.394777131830788
15      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738     0.003030303030303030 4.245844261541908 -9.120713881246195 7.684211623890130
16      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.042424242424242424 4.767601964540525 -8.778716160036458 7.566542716680303
17      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.042424242424242424 4.353623072474981 -9.015991941744593 7.890981674009046
18      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738     0.0                  4.162656530081862 -8.764471503018262 6.540104309463656
19      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.039393939393939394 4.123774032688177 -8.698126024890701 7.405953131913053
20      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.781818181818181818 4.614325158172358 -8.511446801056477 7.656375799031226
21      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.824242424242424242 4.526023598108413 -8.645216947118540 7.881245050596609
22      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738     0.003030303030303030 4.172563446881515 -9.561890501468964 7.921421594431735
23      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.757575757575757576 4.418324302207660 -8.628011889048018 7.820155214192038
24      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.042424242424242424 4.446502678327888 -8.965434813702092 7.640826513113534
25      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738     0.0                  3.494662989450253 -9.004023399459617 6.933066356307609
26      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738     0.003030303030303030 4.279680749452719 -9.332506433325229 7.689970330790441
27      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.015151515151515152 4.548006806781526 -9.135131978953500 7.597213139013196
28      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.024242424242424242 4.347679881442078 -9.065287134949058 7.881991224817670
29      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.018181818181818182 4.221080183399939 -9.140080810482470 7.962144125131770
30      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.051515151515151515 4.496608299504400 -8.782602790532463 7.757143112536275
31      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.015151515151515152 4.086151270670446 -8.955507088101143 7.609631202557058
32      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.027272727272727273 4.148929730735278 -9.444170213310457 8.202725223067006
33      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.442424242424242424 4.458352096406479 -8.840954585952707 7.928256725555031
34      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.018181818181818182 4.358151670985778 -8.953656294864938 7.751413186265568
35      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.966666666666666667 4.027079068085355 -8.637312520300018 8.203684513464099
36      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.921212121212121212 4.387764494361957 -8.560545900536932 8.158871351239078
37      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738     0.009090909090909091 4.389497747806348 -8.998610071563993 7.757579394686627
38      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.966666666666666667 4.491091225281399 -8.358435273063677 7.766797641949432
39      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.009090909090909091 4.211496903137793 -8.979805719690722 7.852210217449558
40      0.009090909090909091 4.334593786961205 -9.008539749057475 7.812123303509738    -0.093939393939393939 4.762139813843440 -8.911053173782202 7.799400037666797
